time,sensor_id,temp,pres
2020-09-16T00:00:02,32,26.41,1010.72
2020-09-16T00:01:02,32,26.41,1010.72
2020-09-16T00:02:03,32,26.41,1010.71
2020-09-16T00:03:02,32,26.41,1010.7
2020-09-16T00:04:03,32,26.41,1010.72
2020-09-16T00:05:02,32,26.4,1010.66
2020-09-16T00:06:03,32,26.4,1010.66
2020-09-16T00:07:02,32,26.41,1010.63
2020-09-16T00:08:02,32,26.4,1010.66
2020-09-16T00:09:02,32,26.4,1010.66
2020-09-16T00:10:02,32,26.4,1010.68
2020-09-16T00:11:02,32,26.39,1010.66
2020-09-16T00:12:02,32,26.39,1010.65
2020-09-16T00:13:02,32,26.37,1010.62
2020-09-16T00:14:02,32,26.38,1010.64
2020-09-16T00:15:03,32,26.38,1010.62
2020-09-16T00:16:02,32,26.38,1010.64
2020-09-16T00:17:03,32,26.38,1010.63
2020-09-16T00:18:02,32,26.38,1010.61
2020-09-16T00:19:02,32,26.37,1010.64
2020-09-16T00:20:02,32,26.38,1010.69
2020-09-16T00:21:02,32,26.38,1010.65
2020-09-16T00:22:02,32,26.38,1010.68
2020-09-16T00:23:02,32,26.37,1010.69
2020-09-16T00:24:03,32,26.37,1010.68
2020-09-16T00:25:02,32,26.38,1010.63
2020-09-16T00:26:03,32,26.37,1010.64
2020-09-16T00:27:02,32,26.37,1010.64
2020-09-16T00:28:02,32,26.37,1010.63
2020-09-16T00:29:02,32,26.36,1010.62
2020-09-16T00:30:02,32,26.36,1010.62
2020-09-16T00:31:02,32,26.36,1010.6
2020-09-16T00:32:02,32,26.36,1010.57
2020-09-16T00:33:02,32,26.36,1010.57
2020-09-16T00:34:02,32,26.36,1010.57
2020-09-16T00:35:02,32,26.36,1010.58
2020-09-16T00:36:02,32,26.35,1010.55
2020-09-16T00:37:03,32,26.36,1010.57
2020-09-16T00:38:02,32,26.35,1010.56
2020-09-16T00:39:03,32,26.35,1010.55
2020-09-16T00:40:02,32,26.34,1010.54
2020-09-16T00:41:02,32,26.35,1010.52
2020-09-16T00:42:02,32,26.35,1010.54
2020-09-16T00:43:03,32,26.34,1010.51
2020-09-16T00:44:02,32,26.34,1010.51
2020-09-16T00:45:03,32,26.34,1010.53
2020-09-16T00:46:02,32,26.34,1010.52
2020-09-16T00:47:02,32,26.34,1010.5
2020-09-16T00:48:02,32,26.34,1010.53
2020-09-16T00:49:02,32,26.33,1010.47
2020-09-16T00:50:02,32,26.33,1010.47
2020-09-16T00:51:02,32,26.33,1010.51
2020-09-16T00:52:02,32,26.33,1010.5
2020-09-16T00:53:02,32,26.33,1010.5
2020-09-16T00:54:03,32,26.33,1010.51
2020-09-16T00:55:02,32,26.33,1010.5
2020-09-16T00:56:03,32,26.33,1010.51
2020-09-16T00:57:02,32,26.32,1010.49
2020-09-16T00:58:02,32,26.32,1010.52
2020-09-16T00:59:02,32,26.32,1010.47
2020-09-16T01:00:02,32,26.33,1010.49
2020-09-16T01:01:02,32,26.32,1010.53
2020-09-16T01:02:02,32,26.31,1010.5
2020-09-16T01:03:03,32,26.32,1010.51
2020-09-16T01:04:02,32,26.32,1010.53
2020-09-16T01:05:02,32,26.32,1010.52
2020-09-16T01:06:03,32,26.31,1010.5
2020-09-16T01:07:02,32,26.31,1010.53
2020-09-16T01:08:03,32,26.31,1010.54
2020-09-16T01:09:02,32,26.32,1010.57
2020-09-16T01:10:02,32,26.31,1010.56
2020-09-16T01:11:02,32,26.31,1010.53
2020-09-16T01:12:02,32,26.31,1010.51
2020-09-16T01:13:02,32,26.31,1010.48
2020-09-16T01:14:02,32,26.31,1010.49
2020-09-16T01:15:02,32,26.3,1010.5
2020-09-16T01:16:02,32,26.3,1010.51
2020-09-16T01:17:03,32,26.31,1010.49
2020-09-16T01:18:02,32,26.3,1010.51
2020-09-16T01:19:03,32,26.3,1010.51
2020-09-16T01:20:02,32,26.29,1010.51
2020-09-16T01:21:02,32,26.29,1010.49
2020-09-16T01:22:02,32,26.29,1010.51
2020-09-16T01:23:02,32,26.29,1010.51
2020-09-16T01:24:02,32,26.28,1010.54
2020-09-16T01:25:02,32,26.28,1010.52
2020-09-16T01:26:02,32,26.27,1010.53
2020-09-16T01:27:02,32,26.27,1010.51
2020-09-16T01:28:02,32,26.27,1010.57
2020-09-16T01:29:02,32,26.28,1010.51
2020-09-16T01:30:03,32,26.28,1010.49
2020-09-16T01:31:02,32,26.27,1010.5
2020-09-16T01:32:03,32,26.27,1010.49
2020-09-16T01:33:02,32,26.27,1010.48
2020-09-16T01:34:02,32,26.27,1010.48
2020-09-16T01:35:02,32,26.26,1010.45
2020-09-16T01:36:02,32,26.27,1010.46
2020-09-16T01:37:02,32,26.26,1010.42
2020-09-16T01:38:02,32,26.26,1010.45
2020-09-16T01:39:03,32,26.26,1010.43
2020-09-16T01:40:02,32,26.26,1010.42
2020-09-16T01:41:03,32,26.25,1010.39
2020-09-16T01:42:02,32,26.25,1010.42
2020-09-16T01:43:03,32,26.25,1010.38
2020-09-16T01:44:02,32,26.25,1010.4
2020-09-16T01:45:02,32,26.25,1010.42
2020-09-16T01:46:02,32,26.25,1010.34
2020-09-16T01:47:02,32,26.24,1010.36
2020-09-16T01:48:02,32,26.24,1010.34
2020-09-16T01:49:02,32,26.24,1010.33
2020-09-16T01:50:02,32,26.24,1010.33
2020-09-16T01:51:02,32,26.24,1010.35
2020-09-16T01:52:03,32,26.24,1010.31
2020-09-16T01:53:02,32,26.24,1010.31
2020-09-16T01:54:03,32,26.24,1010.32
2020-09-16T01:55:02,32,26.24,1010.34
2020-09-16T01:56:02,32,26.24,1010.31
2020-09-16T01:57:02,32,26.23,1010.29
2020-09-16T01:58:02,32,26.23,1010.3
2020-09-16T01:59:02,32,26.23,1010.29
2020-09-16T02:00:02,32,26.23,1010.25
2020-09-16T02:01:02,32,26.24,1010.24
2020-09-16T02:02:02,32,26.22,1010.29
2020-09-16T02:03:03,32,26.22,1010.24
2020-09-16T02:04:02,32,26.22,1010.26
2020-09-16T02:05:03,32,26.23,1010.27
2020-09-16T02:06:02,32,26.22,1010.28
2020-09-16T02:07:03,32,26.22,1010.26
2020-09-16T02:08:02,32,26.21,1010.24
2020-09-16T02:09:03,32,26.21,1010.26
2020-09-16T02:10:02,32,26.22,1010.29
2020-09-16T02:11:02,32,26.22,1010.25
2020-09-16T02:12:02,32,26.21,1010.24
2020-09-16T02:13:02,32,26.22,1010.24
2020-09-16T02:14:02,32,26.21,1010.22
2020-09-16T02:15:02,32,26.21,1010.2
2020-09-16T02:16:03,32,26.21,1010.21
2020-09-16T02:17:02,32,26.21,1010.21
2020-09-16T02:18:03,32,26.21,1010.22
2020-09-16T02:19:02,32,26.2,1010.21
2020-09-16T02:20:02,32,26.2,1010.19
2020-09-16T02:21:02,32,26.2,1010.19
2020-09-16T02:22:02,32,26.2,1010.18
2020-09-16T02:23:02,32,26.2,1010.2
2020-09-16T02:24:02,32,26.19,1010.2
2020-09-16T02:25:02,32,26.19,1010.23
2020-09-16T02:26:02,32,26.19,1010.19
2020-09-16T02:27:03,32,26.19,1010.21
2020-09-16T02:28:02,32,26.19,1010.22
2020-09-16T02:29:03,32,26.19,1010.22
2020-09-16T02:30:02,32,26.19,1010.19
2020-09-16T02:31:03,32,26.19,1010.22
2020-09-16T02:32:02,32,26.19,1010.19
2020-09-16T02:33:02,32,26.18,1010.17
2020-09-16T02:34:02,32,26.18,1010.13
2020-09-16T02:35:02,32,26.17,1010.13
2020-09-16T02:36:02,32,26.19,1010.11
2020-09-16T02:37:02,32,26.18,1010.12
2020-09-16T02:38:02,32,26.18,1010.09
2020-09-16T02:39:02,32,26.18,1010.09
2020-09-16T02:40:03,32,26.17,1010.07
2020-09-16T02:41:02,32,26.18,1010.09
2020-09-16T02:42:03,32,26.18,1010.1
2020-09-16T02:43:02,32,26.17,1010.06
2020-09-16T02:44:02,32,26.17,1010.05
2020-09-16T02:45:02,32,26.17,1010.01
2020-09-16T02:46:02,32,26.17,1010.03
2020-09-16T02:47:02,32,26.17,1010.06
2020-09-16T02:48:02,32,26.17,1010.01
2020-09-16T02:49:02,32,26.17,1009.97
2020-09-16T02:50:02,32,26.16,1009.99
2020-09-16T02:51:02,32,26.16,1009.98
2020-09-16T02:52:02,32,26.16,1009.95
2020-09-16T02:53:02,32,26.16,1009.97
2020-09-16T02:54:02,32,26.15,1009.99
2020-09-16T02:55:02,32,26.15,1009.97
2020-09-16T02:56:02,32,26.16,1009.96
2020-09-16T02:57:02,32,26.16,1009.98
2020-09-16T02:58:02,32,26.16,1009.95
2020-09-16T02:59:02,32,26.15,1009.99
2020-09-16T03:00:02,32,26.15,1009.96
2020-09-16T03:01:02,32,26.15,1009.96
2020-09-16T03:02:03,32,26.14,1009.96
2020-09-16T03:03:02,32,26.15,1009.95
2020-09-16T03:04:02,32,26.14,1009.94
2020-09-16T03:05:02,32,26.14,1009.97
2020-09-16T03:06:02,32,26.14,1009.96
2020-09-16T03:07:02,32,26.14,1009.93
2020-09-16T03:08:02,32,26.14,1009.97
2020-09-16T03:09:02,32,26.14,1009.97
2020-09-16T03:10:02,32,26.14,1009.96
2020-09-16T03:11:02,32,26.14,1009.95
2020-09-16T03:12:02,32,26.14,1009.96
2020-09-16T03:13:02,32,26.13,1009.95
2020-09-16T03:14:02,32,26.13,1009.97
2020-09-16T03:15:03,32,26.13,1009.96
2020-09-16T03:16:02,32,26.13,1009.99
2020-09-16T03:17:03,32,26.13,1009.99
2020-09-16T03:18:02,32,26.13,1010.0
2020-09-16T03:19:02,32,26.13,1010.01
2020-09-16T03:20:02,32,26.12,1010.03
2020-09-16T03:21:03,32,26.12,1010.04
2020-09-16T03:22:02,32,26.12,1010.04
2020-09-16T03:23:03,32,26.12,1010.06
2020-09-16T03:24:02,32,26.12,1010.01
2020-09-16T03:25:03,32,26.13,1010.03
2020-09-16T03:26:02,32,26.12,1010.01
2020-09-16T03:27:02,32,26.12,1009.99
2020-09-16T03:28:02,32,26.12,1009.97
2020-09-16T03:29:02,32,26.12,1009.97
2020-09-16T03:30:02,32,26.12,1009.96
2020-09-16T03:31:02,32,26.11,1009.95
2020-09-16T03:32:02,32,26.11,1009.9
2020-09-16T03:33:03,32,26.11,1009.91
2020-09-16T03:34:02,32,26.11,1009.91
2020-09-16T03:35:03,32,26.12,1009.9
2020-09-16T03:36:02,32,26.11,1009.9
2020-09-16T03:37:03,32,26.11,1009.95
2020-09-16T03:38:02,32,26.11,1009.91
2020-09-16T03:39:03,32,26.11,1009.94
2020-09-16T03:40:02,32,26.1,1009.94
2020-09-16T03:41:03,32,26.1,1009.94
2020-09-16T03:42:02,32,26.1,1009.96
2020-09-16T03:43:03,32,26.1,1009.95
2020-09-16T03:44:02,32,26.1,1009.97
2020-09-16T03:45:02,32,26.1,1009.97
2020-09-16T03:46:02,32,26.1,1009.96
2020-09-16T03:47:02,32,26.1,1009.91
2020-09-16T03:48:02,32,26.1,1009.91
2020-09-16T03:49:02,32,26.1,1009.92
2020-09-16T03:50:02,32,26.1,1009.93
2020-09-16T03:51:02,32,26.09,1009.95
2020-09-16T03:52:02,32,26.09,1009.91
2020-09-16T03:53:02,32,26.09,1009.96
2020-09-16T03:54:02,32,26.09,1009.97
2020-09-16T03:55:02,32,26.09,1009.94
2020-09-16T03:56:02,32,26.09,1009.92
2020-09-16T03:57:02,32,26.08,1009.91
2020-09-16T03:58:02,32,26.09,1009.91
2020-09-16T03:59:02,32,26.08,1009.96
2020-09-16T04:00:02,32,26.08,1009.95
2020-09-16T04:01:02,32,26.08,1009.92
2020-09-16T04:02:02,32,26.08,1009.93
2020-09-16T04:03:02,32,26.07,1009.9
