time,sensor_id,temp,pres,hum
2020-09-20T00:00:02,33,23.21,1007.19,39.72
2020-09-20T00:01:03,33,23.2,1007.19,39.91
2020-09-20T00:02:02,33,23.2,1007.22,39.76
2020-09-20T00:03:03,33,23.21,1007.17,39.7
2020-09-20T00:04:02,33,23.21,1007.2,39.89
2020-09-20T00:05:02,33,23.2,1007.17,39.91
2020-09-20T00:06:02,33,23.2,1007.15,39.74
2020-09-20T00:07:02,33,23.21,1007.13,39.85
2020-09-20T00:08:02,33,23.2,1007.12,39.65
2020-09-20T00:09:02,33,23.2,1007.14,39.87
2020-09-20T00:10:02,33,23.2,1007.16,39.77
2020-09-20T00:11:02,33,23.2,1007.14,39.83
2020-09-20T00:12:03,33,23.2,1007.15,39.71
2020-09-20T00:13:02,33,23.2,1007.1,39.68
2020-09-20T00:14:03,33,23.2,1007.11,39.82
2020-09-20T00:15:02,33,23.2,1007.05,39.78
2020-09-20T00:16:02,33,23.2,1007.12,39.86
2020-09-20T00:17:02,33,23.19,1007.09,39.81
2020-09-20T00:18:02,33,23.18,1007.11,39.89
2020-09-20T00:19:02,33,23.19,1007.12,39.91
2020-09-20T00:20:02,33,23.17,1007.06,39.91
2020-09-20T00:21:03,33,23.18,1007.04,39.65
2020-09-20T00:22:02,33,23.17,1007.08,39.96
2020-09-20T00:23:03,33,23.16,1007.1,39.64
2020-09-20T00:24:02,33,23.16,1007.1,39.7
2020-09-20T00:25:02,33,23.16,1007.08,39.95
2020-09-20T00:26:02,33,23.16,1007.11,39.99
2020-09-20T00:27:02,33,23.15,1007.06,39.97
2020-09-20T00:28:02,33,23.16,1007.1,39.68
2020-09-20T00:29:02,33,23.15,1007.06,39.68
2020-09-20T00:30:02,33,23.15,1007.05,39.66
2020-09-20T00:31:02,33,23.14,1007.03,39.92
2020-09-20T00:32:03,33,23.12,1007.05,39.98
2020-09-20T00:33:02,33,23.14,1007.03,40.03
2020-09-20T00:34:02,33,23.14,1007.0,39.82
2020-09-20T00:35:02,33,23.13,1007.0,39.73
2020-09-20T00:36:02,33,23.14,1007.04,39.77
2020-09-20T00:37:02,33,23.13,1007.02,39.82
2020-09-20T00:38:02,33,23.13,1006.99,39.8
2020-09-20T00:39:02,33,23.14,1007.03,39.91
2020-09-20T00:40:02,33,23.12,1007.04,39.9
2020-09-20T00:41:02,33,23.14,1007.02,39.69
2020-09-20T00:42:03,33,23.14,1006.97,39.97
2020-09-20T00:43:02,33,23.12,1006.97,40.04
2020-09-20T00:44:02,33,23.14,1006.96,39.97
2020-09-20T00:45:02,33,23.14,1006.95,39.72
2020-09-20T00:46:02,33,23.13,1006.95,39.88
2020-09-20T00:47:02,33,23.13,1006.95,39.97
2020-09-20T00:48:02,33,23.13,1006.95,39.73
2020-09-20T00:49:03,33,23.12,1006.95,40.08
2020-09-20T00:50:02,33,23.13,1006.98,39.7
2020-09-20T00:51:02,33,23.13,1006.96,39.97
2020-09-20T00:52:02,33,23.13,1006.99,39.91
2020-09-20T00:53:02,33,23.12,1006.99,39.86
2020-09-20T00:54:02,33,23.12,1006.98,39.79
