time,sensor_id,temp,pres,hum
2020-10-06T00:00:03,33,23.94,1000.02,47.77
2020-10-06T00:01:02,33,23.94,1000.04,47.74
2020-10-06T00:02:02,33,23.94,1000.0,47.68
2020-10-06T00:03:02,33,23.93,999.98,47.62
2020-10-06T00:04:02,33,23.94,999.97,47.73
2020-10-06T00:05:02,33,23.92,999.94,47.65
2020-10-06T00:06:02,33,23.93,999.96,47.83
2020-10-06T00:07:02,33,23.92,999.9,47.67
2020-10-06T00:08:02,33,23.92,999.92,47.63
2020-10-06T00:09:02,33,23.9,999.9,47.73
2020-10-06T00:10:02,33,23.92,999.89,47.83
2020-10-06T00:11:03,33,23.9,999.9,47.68
2020-10-06T00:12:02,33,23.9,999.94,47.73
2020-10-06T00:13:02,33,23.9,999.95,47.79
2020-10-06T00:14:02,33,23.9,999.93,47.71
2020-10-06T00:15:02,33,23.9,999.93,47.79
2020-10-06T00:16:02,33,23.9,999.91,47.76
2020-10-06T00:17:02,33,23.9,999.9,47.66
2020-10-06T00:18:02,33,23.9,999.9,47.7
2020-10-06T00:19:02,33,23.9,999.87,47.88
2020-10-06T00:20:02,33,23.9,999.86,47.77
2020-10-06T00:21:03,33,23.89,999.9,47.96
2020-10-06T00:22:02,33,23.89,999.86,47.82
2020-10-06T00:23:03,33,23.89,999.91,47.81
2020-10-06T00:24:02,33,23.89,999.96,47.83
2020-10-06T00:25:02,33,23.89,999.96,47.69
2020-10-06T00:26:02,33,23.89,999.99,47.75
2020-10-06T00:27:02,33,23.89,1000.0,47.76
2020-10-06T00:28:03,33,23.87,1000.06,47.79
2020-10-06T00:29:02,33,23.88,1000.05,47.83
2020-10-06T00:30:02,33,23.87,1000.08,47.84
2020-10-06T00:31:02,33,23.87,1000.11,47.75
2020-10-06T00:32:02,33,23.86,1000.11,47.82
2020-10-06T00:33:03,33,23.86,1000.06,47.75
2020-10-06T00:34:02,33,23.85,1000.06,47.76
2020-10-06T00:35:02,33,23.84,1000.09,47.81
2020-10-06T00:36:02,33,23.84,1000.16,47.94
2020-10-06T00:37:02,33,23.85,1000.14,47.71
2020-10-06T00:38:02,33,23.84,1000.14,47.74
2020-10-06T00:39:02,33,23.84,1000.18,47.99
2020-10-06T00:40:03,33,23.84,1000.2,47.85
2020-10-06T00:41:02,33,23.83,1000.19,47.87
2020-10-06T00:42:02,33,23.84,1000.17,47.89
2020-10-06T00:43:02,33,23.82,1000.15,47.9
2020-10-06T00:44:02,33,23.84,1000.18,47.93
2020-10-06T00:45:02,33,23.82,1000.22,47.93
2020-10-06T00:46:02,33,23.82,1000.23,48.03
2020-10-06T00:47:03,33,23.82,1000.26,47.7
2020-10-06T00:48:02,33,23.82,1000.31,47.95
2020-10-06T00:49:03,33,23.82,1000.28,47.97
2020-10-06T00:50:02,33,23.83,1000.29,47.77
2020-10-06T00:51:02,33,23.83,1000.28,47.9
2020-10-06T00:52:02,33,23.83,1000.27,47.89
2020-10-06T00:53:02,33,23.83,1000.27,47.94
2020-10-06T00:54:03,33,23.82,1000.27,47.88
2020-10-06T00:55:02,33,23.83,1000.26,47.87
2020-10-06T00:56:02,33,23.83,1000.31,47.89
2020-10-06T00:57:03,33,23.82,1000.28,47.98
2020-10-06T00:58:02,33,23.82,1000.25,47.68
2020-10-06T00:59:03,33,23.82,1000.25,47.87
2020-10-06T01:00:03,33,23.82,1000.22,47.73
2020-10-06T01:01:02,33,23.82,1000.26,47.83
2020-10-06T01:02:02,33,23.82,1000.25,47.74
2020-10-06T01:03:03,33,23.82,1000.24,47.94
2020-10-06T01:04:02,33,23.81,1000.22,47.94
2020-10-06T01:05:03,33,23.82,1000.26,47.86
2020-10-06T01:06:02,33,23.8,1000.23,47.77
2020-10-06T01:07:02,33,23.81,1000.24,48.04
2020-10-06T01:08:02,33,23.79,1000.22,47.97
2020-10-06T01:09:02,33,23.79,1000.27,48.03
2020-10-06T01:10:02,33,23.78,1000.24,47.89
2020-10-06T01:11:02,33,23.78,1000.21,47.83
2020-10-06T01:12:02,33,23.78,1000.16,47.83
2020-10-06T01:13:02,33,23.77,1000.12,48.04
2020-10-06T01:14:03,33,23.78,1000.08,47.7
2020-10-06T01:15:02,33,23.77,1000.1,47.93
2020-10-06T01:16:03,33,23.77,1000.16,48.08
2020-10-06T01:17:02,33,23.76,1000.13,47.84
2020-10-06T01:18:02,33,23.76,1000.11,47.9
2020-10-06T01:19:02,33,23.77,1000.09,47.79
2020-10-06T01:20:02,33,23.77,1000.11,47.91
2020-10-06T01:21:02,33,23.76,1000.05,47.88
2020-10-06T01:22:02,33,23.76,1000.06,47.82
2020-10-06T01:23:03,33,23.76,999.99,48.0
2020-10-06T01:24:02,33,23.76,999.98,47.79
2020-10-06T01:25:03,33,23.75,999.95,47.86
2020-10-06T01:26:02,33,23.76,999.89,47.77
2020-10-06T01:27:02,33,23.75,999.84,47.94
2020-10-06T01:28:02,33,23.76,999.84,47.8
2020-10-06T01:29:02,33,23.76,999.82,47.85
2020-10-06T01:30:02,33,23.75,999.89,47.77
2020-10-06T01:31:02,33,23.75,999.87,47.98
2020-10-06T01:32:02,33,23.76,999.85,48.06
2020-10-06T01:33:02,33,23.75,999.88,48.01
2020-10-06T01:34:02,33,23.75,999.83,48.01
2020-10-06T01:35:02,33,23.76,999.87,47.91
2020-10-06T01:36:02,33,23.75,999.84,47.79
2020-10-06T01:37:03,33,23.75,999.88,47.91
2020-10-06T01:38:02,33,23.74,999.87,47.79
2020-10-06T01:39:03,33,23.73,999.84,47.94
2020-10-06T01:40:02,33,23.72,999.83,47.89
2020-10-06T01:41:03,33,23.72,999.83,47.76
2020-10-06T01:42:02,33,23.72,999.89,47.83
2020-10-06T01:43:02,33,23.71,999.89,48.03
2020-10-06T01:44:02,33,23.71,999.91,47.91
2020-10-06T01:45:02,33,23.7,999.91,47.89
2020-10-06T01:46:03,33,23.71,999.92,47.86
2020-10-06T01:47:02,33,23.7,999.93,47.98
2020-10-06T01:48:03,33,23.71,999.91,47.99
2020-10-06T01:49:02,33,23.71,999.94,48.05
2020-10-06T01:50:02,33,23.7,999.93,47.89
2020-10-06T01:51:02,33,23.7,999.91,47.96
2020-10-06T01:52:02,33,23.7,999.91,47.97
2020-10-06T01:53:02,33,23.7,999.89,47.85
2020-10-06T01:54:02,33,23.7,999.86,48.07
2020-10-06T01:55:02,33,23.7,999.88,47.98
2020-10-06T01:56:02,33,23.7,999.84,48.03
2020-10-06T01:57:03,33,23.69,999.87,47.96
2020-10-06T01:58:02,33,23.71,999.86,47.97
2020-10-06T01:59:02,33,23.7,999.87,48.14
2020-10-06T02:00:02,33,23.69,999.93,48.03
2020-10-06T02:01:02,33,23.69,999.96,47.95
2020-10-06T02:02:03,33,23.7,999.97,47.88
2020-10-06T02:03:02,33,23.69,999.99,47.87
2020-10-06T02:04:02,33,23.7,999.99,47.96
2020-10-06T02:05:02,33,23.7,999.97,48.14
2020-10-06T02:06:02,33,23.69,1000.0,48.11
2020-10-06T02:07:02,33,23.7,1000.01,48.05
2020-10-06T02:08:02,33,23.69,1000.01,47.97
2020-10-06T02:09:03,33,23.69,1000.05,47.84
2020-10-06T02:10:02,33,23.69,999.99,47.86
2020-10-06T02:11:03,33,23.68,999.99,47.94
2020-10-06T02:12:02,33,23.68,999.91,47.86
2020-10-06T02:13:02,33,23.68,999.84,47.94
2020-10-06T02:14:02,33,23.66,999.86,47.88
2020-10-06T02:15:02,33,23.67,999.78,48.06
2020-10-06T02:16:02,33,23.66,999.74,47.98
2020-10-06T02:17:02,33,23.66,999.74,48.18
2020-10-06T02:18:02,33,23.65,999.72,47.91
2020-10-06T02:19:02,33,23.65,999.67,47.94
2020-10-06T02:20:03,33,23.66,999.68,47.89
2020-10-06T02:21:02,33,23.65,999.65,47.91
