time,sensor_id,temp,pres
2020-09-27T00:00:02,32,22.77,990.86
2020-09-27T00:01:02,32,22.77,990.91
2020-09-27T00:02:02,32,22.77,990.89
2020-09-27T00:03:02,32,22.77,990.92
2020-09-27T00:04:03,32,22.77,990.91
2020-09-27T00:05:02,32,22.78,990.94
2020-09-27T00:06:03,32,22.77,990.9
2020-09-27T00:07:02,32,22.77,990.92
2020-09-27T00:08:02,32,22.78,990.94
2020-09-27T00:09:02,32,22.77,990.93
2020-09-27T00:10:03,32,22.76,990.92
2020-09-27T00:11:02,32,22.76,990.88
2020-09-27T00:12:02,32,22.76,990.94
2020-09-27T00:13:02,32,22.76,990.99
2020-09-27T00:14:02,32,22.77,990.96
2020-09-27T00:15:02,32,22.76,990.96
2020-09-27T00:16:02,32,22.76,990.95
2020-09-27T00:17:02,32,22.75,990.98
2020-09-27T00:18:02,32,22.76,991.09
2020-09-27T00:19:02,32,22.75,991.11
2020-09-27T00:20:02,32,22.76,991.08
2020-09-27T00:21:02,32,22.75,991.08
2020-09-27T00:22:02,32,22.75,991.11
2020-09-27T00:23:02,32,22.76,991.13
2020-09-27T00:24:02,32,22.75,991.17
2020-09-27T00:25:02,32,22.75,991.21
2020-09-27T00:26:02,32,22.75,991.26
2020-09-27T00:27:02,32,22.75,991.25
2020-09-27T00:28:02,32,22.75,991.23
2020-09-27T00:29:02,32,22.75,991.23
2020-09-27T00:30:02,32,22.75,991.24
2020-09-27T00:31:02,32,22.75,991.24
2020-09-27T00:32:02,32,22.75,991.31
2020-09-27T00:33:02,32,22.75,991.31
2020-09-27T00:34:02,32,22.75,991.32
2020-09-27T00:35:02,32,22.75,991.3
2020-09-27T00:36:02,32,22.75,991.37
2020-09-27T00:37:02,32,22.75,991.32
2020-09-27T00:38:02,32,22.75,991.33
2020-09-27T00:39:03,32,22.74,991.37
2020-09-27T00:40:02,32,22.74,991.45
2020-09-27T00:41:03,32,22.74,991.46
2020-09-27T00:42:02,32,22.75,991.41
2020-09-27T00:43:03,32,22.74,991.36
2020-09-27T00:44:02,32,22.74,991.35
2020-09-27T00:45:03,32,22.75,991.37
2020-09-27T00:46:02,32,22.74,991.32
2020-09-27T00:47:02,32,22.74,991.34
2020-09-27T00:48:02,32,22.74,991.35
2020-09-27T00:49:02,32,22.74,991.4
2020-09-27T00:50:02,32,22.74,991.41
2020-09-27T00:51:02,32,22.75,991.3
2020-09-27T00:52:02,32,22.74,991.35
2020-09-27T00:53:02,32,22.74,991.41
2020-09-27T00:54:02,32,22.74,991.39
2020-09-27T00:55:02,32,22.74,991.38
2020-09-27T00:56:02,32,22.73,991.38
2020-09-27T00:57:02,32,22.74,991.4
2020-09-27T00:58:02,32,22.74,991.38
2020-09-27T00:59:02,32,22.74,991.39
2020-09-27T01:00:02,32,22.74,991.39
2020-09-27T01:01:02,32,22.73,991.36
2020-09-27T01:02:02,32,22.73,991.38
2020-09-27T01:03:02,32,22.73,991.42
2020-09-27T01:04:02,32,22.72,991.44
2020-09-27T01:05:02,32,22.73,991.46
2020-09-27T01:06:02,32,22.73,991.43
2020-09-27T01:07:02,32,22.72,991.45
2020-09-27T01:08:02,32,22.72,991.45
2020-09-27T01:09:02,32,22.72,991.45
2020-09-27T01:10:02,32,22.7,991.48
2020-09-27T01:11:02,32,22.71,991.5
2020-09-27T01:12:02,32,22.71,991.54
2020-09-27T01:13:02,32,22.71,991.51
2020-09-27T01:14:02,32,22.7,991.52
2020-09-27T01:15:02,32,22.71,991.53
2020-09-27T01:16:03,32,22.71,991.54
2020-09-27T01:17:02,32,22.7,991.53
2020-09-27T01:18:03,32,22.7,991.58
2020-09-27T01:19:02,32,22.7,991.57
2020-09-27T01:20:03,32,22.7,991.58
2020-09-27T01:21:02,32,22.69,991.6
2020-09-27T01:22:03,32,22.7,991.6
2020-09-27T01:23:02,32,22.7,991.6
2020-09-27T01:24:03,32,22.7,991.55
2020-09-27T01:25:02,32,22.69,991.56
2020-09-27T01:26:03,32,22.69,991.56
2020-09-27T01:27:02,32,22.7,991.61
2020-09-27T01:28:02,32,22.69,991.54
2020-09-27T01:29:02,32,22.69,991.58
2020-09-27T01:30:02,32,22.68,991.59
2020-09-27T01:31:02,32,22.68,991.59
2020-09-27T01:32:02,32,22.68,991.56
2020-09-27T01:33:02,32,22.69,991.58
2020-09-27T01:34:02,32,22.68,991.56
2020-09-27T01:35:02,32,22.69,991.6
2020-09-27T01:36:02,32,22.68,991.61
2020-09-27T01:37:02,32,22.68,991.59
2020-09-27T01:38:02,32,22.68,991.6
2020-09-27T01:39:02,32,22.68,991.58
2020-09-27T01:40:02,32,22.67,991.61
2020-09-27T01:41:03,32,22.67,991.63
2020-09-27T01:42:02,32,22.68,991.64
2020-09-27T01:43:03,32,22.67,991.69
2020-09-27T01:44:03,32,22.67,991.66
2020-09-27T01:45:02,32,22.66,991.65
2020-09-27T01:46:03,32,22.67,991.68
2020-09-27T01:47:02,32,22.66,991.67
2020-09-27T01:48:03,32,22.66,991.72
2020-09-27T01:49:02,32,22.66,991.68
2020-09-27T01:50:03,32,22.66,991.69
2020-09-27T01:51:02,32,22.67,991.71
2020-09-27T01:52:03,32,22.65,991.75
2020-09-27T01:53:02,32,22.65,991.71
2020-09-27T01:54:02,32,22.65,991.74
2020-09-27T01:55:02,32,22.66,991.74
2020-09-27T01:56:02,32,22.65,991.76
2020-09-27T01:57:02,32,22.65,991.76
2020-09-27T01:58:02,32,22.65,991.71
2020-09-27T01:59:02,32,22.65,991.75
2020-09-27T02:00:02,32,22.64,991.71
2020-09-27T02:01:02,32,22.64,991.7
2020-09-27T02:02:02,32,22.64,991.75
2020-09-27T02:03:02,32,22.64,991.72
2020-09-27T02:04:02,32,22.63,991.77
2020-09-27T02:05:02,32,22.63,991.78
2020-09-27T02:06:02,32,22.63,991.76
2020-09-27T02:07:02,32,22.62,991.75
2020-09-27T02:08:02,32,22.61,991.77
2020-09-27T02:09:02,32,22.62,991.79
2020-09-27T02:10:02,32,22.61,991.79
2020-09-27T02:11:02,32,22.61,991.82
2020-09-27T02:12:02,32,22.61,991.81
2020-09-27T02:13:03,32,22.61,991.8
2020-09-27T02:14:02,32,22.6,991.87
2020-09-27T02:15:02,32,22.61,991.9
2020-09-27T02:16:02,32,22.61,991.9
2020-09-27T02:17:02,32,22.61,991.9
2020-09-27T02:18:02,32,22.61,991.91
2020-09-27T02:19:02,32,22.61,991.98
2020-09-27T02:20:02,32,22.6,991.95
2020-09-27T02:21:02,32,22.59,992.03
2020-09-27T02:22:02,32,22.6,992.01
2020-09-27T02:23:02,32,22.6,992.05
2020-09-27T02:24:02,32,22.59,992.06
2020-09-27T02:25:02,32,22.6,992.11
2020-09-27T02:26:02,32,22.6,992.08
2020-09-27T02:27:02,32,22.59,992.15
2020-09-27T02:28:02,32,22.6,992.11
2020-09-27T02:29:02,32,22.6,992.15
2020-09-27T02:30:02,32,22.59,992.13
2020-09-27T02:31:02,32,22.6,992.16
2020-09-27T02:32:02,32,22.6,992.14
2020-09-27T02:33:02,32,22.59,992.15
2020-09-27T02:34:02,32,22.6,992.16
2020-09-27T02:35:02,32,22.6,992.19
2020-09-27T02:36:02,32,22.6,992.17
2020-09-27T02:37:02,32,22.59,992.18
2020-09-27T02:38:02,32,22.6,992.14
2020-09-27T02:39:02,32,22.6,992.19
2020-09-27T02:40:02,32,22.59,992.16
2020-09-27T02:41:02,32,22.6,992.21
2020-09-27T02:42:02,32,22.58,992.21
2020-09-27T02:43:02,32,22.59,992.22
2020-09-27T02:44:02,32,22.58,992.18
2020-09-27T02:45:02,32,22.59,992.23
2020-09-27T02:46:02,32,22.59,992.19
2020-09-27T02:47:02,32,22.59,992.16
2020-09-27T02:48:02,32,22.58,992.22
2020-09-27T02:49:02,32,22.59,992.19
2020-09-27T02:50:02,32,22.58,992.17
2020-09-27T02:51:02,32,22.58,992.21
2020-09-27T02:52:02,32,22.59,992.19
2020-09-27T02:53:02,32,22.59,992.25
2020-09-27T02:54:02,32,22.59,992.2
2020-09-27T02:55:02,32,22.58,992.21
2020-09-27T02:56:02,32,22.58,992.25
2020-09-27T02:57:02,32,22.57,992.24
2020-09-27T02:58:02,32,22.58,992.3
2020-09-27T02:59:02,32,22.57,992.4
2020-09-27T03:00:02,32,22.58,992.26
2020-09-27T03:01:02,32,22.58,992.37
2020-09-27T03:02:03,32,22.58,992.35
2020-09-27T03:03:02,32,22.58,992.4
2020-09-27T03:04:03,32,22.58,992.49
2020-09-27T03:05:02,32,22.57,992.52
2020-09-27T03:06:03,32,22.58,992.47
2020-09-27T03:07:02,32,22.57,992.46
2020-09-27T03:08:03,32,22.57,992.56
2020-09-27T03:09:02,32,22.57,992.56
2020-09-27T03:10:03,32,22.57,992.59
2020-09-27T03:11:02,32,22.57,992.57
2020-09-27T03:12:03,32,22.57,992.58
2020-09-27T03:13:02,32,22.57,992.64
2020-09-27T03:14:03,32,22.57,992.62
2020-09-27T03:15:02,32,22.57,992.63
2020-09-27T03:16:03,32,22.58,992.64
2020-09-27T03:17:02,32,22.58,992.7
2020-09-27T03:18:03,32,22.58,992.69
2020-09-27T03:19:02,32,22.57,992.7
2020-09-27T03:20:03,32,22.58,992.71
2020-09-27T03:21:02,32,22.58,992.76
2020-09-27T03:22:03,32,22.58,992.75
2020-09-27T03:23:02,32,22.58,992.79
2020-09-27T03:24:03,32,22.58,992.74
2020-09-27T03:25:02,32,22.58,992.76
2020-09-27T03:26:03,32,22.57,992.79
