time,sensor_id,temp,pres,hum
2020-09-12T00:00:02,33,23.82,1005.71,53.69
2020-09-12T00:01:02,33,23.81,1005.7,53.54
2020-09-12T00:02:02,33,23.81,1005.72,53.51
2020-09-12T00:03:03,33,23.81,1005.71,53.66
2020-09-12T00:04:02,33,23.81,1005.7,53.57
2020-09-12T00:05:03,33,23.8,1005.68,53.45
2020-09-12T00:06:02,33,23.79,1005.71,53.58
2020-09-12T00:07:02,33,23.78,1005.7,53.57
2020-09-12T00:08:02,33,23.79,1005.7,53.53
2020-09-12T00:09:02,33,23.78,1005.71,53.49
2020-09-12T00:10:02,33,23.78,1005.73,53.53
2020-09-12T00:11:02,33,23.79,1005.72,53.79
2020-09-12T00:12:02,33,23.78,1005.72,53.71
2020-09-12T00:13:02,33,23.78,1005.74,53.57
2020-09-12T00:14:03,33,23.77,1005.67,53.62
2020-09-12T00:15:02,33,23.77,1005.74,53.5
2020-09-12T00:16:03,33,23.79,1005.71,53.57
2020-09-12T00:17:02,33,23.79,1005.74,53.52
2020-09-12T00:18:02,33,23.78,1005.74,53.56
2020-09-12T00:19:02,33,23.77,1005.73,53.47
2020-09-12T00:20:02,33,23.78,1005.73,53.5
2020-09-12T00:21:03,33,23.77,1005.75,53.79
2020-09-12T00:22:02,33,23.78,1005.77,53.66
2020-09-12T00:23:03,33,23.78,1005.77,53.69
2020-09-12T00:24:02,33,23.78,1005.76,53.56
2020-09-12T00:25:03,33,23.78,1005.78,53.69
2020-09-12T00:26:02,33,23.78,1005.78,53.63
2020-09-12T00:27:02,33,23.78,1005.79,53.77
2020-09-12T00:28:02,33,23.78,1005.79,53.72
2020-09-12T00:29:02,33,23.78,1005.82,53.59
2020-09-12T00:30:02,33,23.78,1005.78,53.79
2020-09-12T00:31:02,33,23.78,1005.78,53.57
2020-09-12T00:32:02,33,23.77,1005.82,53.58
2020-09-12T00:33:02,33,23.77,1005.86,53.63
2020-09-12T00:34:03,33,23.77,1005.87,53.52
