time,sensor_id,temp,pres
2020-09-19T00:00:02,32,24.96,1014.21
2020-09-19T00:01:02,32,24.95,1014.22
2020-09-19T00:02:02,32,24.95,1014.22
2020-09-19T00:03:02,32,24.95,1014.19
2020-09-19T00:04:02,32,24.94,1014.21
2020-09-19T00:05:03,32,24.94,1014.18
2020-09-19T00:06:02,32,24.94,1014.16
2020-09-19T00:07:03,32,24.93,1014.2
2020-09-19T00:08:02,32,24.93,1014.2
2020-09-19T00:09:02,32,24.93,1014.17
2020-09-19T00:10:02,32,24.92,1014.21
2020-09-19T00:11:02,32,24.93,1014.2
2020-09-19T00:12:02,32,24.93,1014.18
2020-09-19T00:13:02,32,24.93,1014.13
2020-09-19T00:14:02,32,24.92,1014.17
2020-09-19T00:15:02,32,24.92,1014.13
2020-09-19T00:16:02,32,24.92,1014.12
2020-09-19T00:17:02,32,24.92,1014.12
2020-09-19T00:18:03,32,24.91,1014.08
2020-09-19T00:19:02,32,24.91,1014.09
2020-09-19T00:20:02,32,24.91,1014.08
2020-09-19T00:21:02,32,24.91,1014.07
2020-09-19T00:22:02,32,24.91,1014.08
2020-09-19T00:23:02,32,24.9,1014.03
2020-09-19T00:24:02,32,24.91,1014.02
2020-09-19T00:25:02,32,24.9,1014.03
2020-09-19T00:26:02,32,24.89,1014.01
2020-09-19T00:27:03,32,24.89,1014.03
2020-09-19T00:28:02,32,24.89,1013.99
2020-09-19T00:29:03,32,24.88,1014.02
2020-09-19T00:30:02,32,24.89,1014.0
2020-09-19T00:31:02,32,24.88,1014.04
2020-09-19T00:32:02,32,24.89,1014.03
2020-09-19T00:33:02,32,24.87,1014.04
2020-09-19T00:34:02,32,24.88,1014.03
2020-09-19T00:35:02,32,24.88,1014.04
2020-09-19T00:36:02,32,24.88,1014.02
2020-09-19T00:37:02,32,24.87,1014.01
2020-09-19T00:38:03,32,24.88,1013.97
2020-09-19T00:39:02,32,24.86,1014.0
2020-09-19T00:40:03,32,24.87,1013.96
2020-09-19T00:41:02,32,24.86,1013.94
2020-09-19T00:42:02,32,24.86,1013.96
2020-09-19T00:43:02,32,24.86,1013.92
2020-09-19T00:44:02,32,24.86,1013.94
2020-09-19T00:45:02,32,24.85,1013.93
2020-09-19T00:46:02,32,24.85,1013.94
2020-09-19T00:47:02,32,24.85,1013.96
2020-09-19T00:48:02,32,24.85,1013.98
2020-09-19T00:49:02,32,24.84,1013.99
2020-09-19T00:50:02,32,24.84,1013.92
2020-09-19T00:51:03,32,24.84,1013.95
2020-09-19T00:52:02,32,24.83,1013.88
2020-09-19T00:53:03,32,24.84,1013.94
2020-09-19T00:54:02,32,24.84,1013.9
2020-09-19T00:55:02,32,24.83,1013.9
2020-09-19T00:56:02,32,24.83,1013.91
2020-09-19T00:57:02,32,24.83,1013.88
2020-09-19T00:58:02,32,24.83,1013.88
2020-09-19T00:59:02,32,24.83,1013.88
2020-09-19T01:00:02,32,24.83,1013.84
2020-09-19T01:01:02,32,24.83,1013.87
2020-09-19T01:02:03,32,24.82,1013.85
2020-09-19T01:03:02,32,24.82,1013.87
2020-09-19T01:04:03,32,24.81,1013.82
2020-09-19T01:05:02,32,24.81,1013.83
2020-09-19T01:06:02,32,24.81,1013.84
2020-09-19T01:07:02,32,24.8,1013.85
2020-09-19T01:08:02,32,24.8,1013.87
2020-09-19T01:09:02,32,24.8,1013.87
2020-09-19T01:10:02,32,24.8,1013.87
2020-09-19T01:11:02,32,24.8,1013.88
2020-09-19T01:12:02,32,24.79,1013.88
2020-09-19T01:13:02,32,24.79,1013.87
2020-09-19T01:14:02,32,24.79,1013.86
2020-09-19T01:15:03,32,24.79,1013.88
2020-09-19T01:16:02,32,24.79,1013.85
2020-09-19T01:17:03,32,24.79,1013.84
2020-09-19T01:18:02,32,24.79,1013.88
2020-09-19T01:19:02,32,24.77,1013.81
2020-09-19T01:20:02,32,24.78,1013.83
2020-09-19T01:21:02,32,24.78,1013.8
2020-09-19T01:22:02,32,24.77,1013.82
2020-09-19T01:23:02,32,24.77,1013.82
2020-09-19T01:24:02,32,24.77,1013.83
2020-09-19T01:25:02,32,24.76,1013.79
2020-09-19T01:26:03,32,24.76,1013.82
2020-09-19T01:27:02,32,24.75,1013.79
2020-09-19T01:28:03,32,24.76,1013.8
2020-09-19T01:29:02,32,24.75,1013.76
2020-09-19T01:30:02,32,24.75,1013.74
2020-09-19T01:31:02,32,24.75,1013.73
2020-09-19T01:32:02,32,24.75,1013.75
2020-09-19T01:33:02,32,24.73,1013.7
2020-09-19T01:34:02,32,24.74,1013.79
2020-09-19T01:35:03,32,24.73,1013.76
2020-09-19T01:36:02,32,24.74,1013.78
2020-09-19T01:37:03,32,24.74,1013.74
2020-09-19T01:38:02,32,24.74,1013.74
