time,sensor_id,temp,pres,hum
2020-09-11T00:00:02,33,24.15,1004.46,51.43
2020-09-11T00:01:02,33,24.14,1004.45,51.5
2020-09-11T00:02:02,33,24.13,1004.51,51.61
2020-09-11T00:03:02,33,24.15,1004.48,51.48
2020-09-11T00:04:02,33,24.15,1004.45,51.54
2020-09-11T00:05:02,33,24.14,1004.49,51.31
2020-09-11T00:06:02,33,24.15,1004.5,51.44
2020-09-11T00:07:03,33,24.14,1004.51,51.44
2020-09-11T00:08:02,33,24.12,1004.52,51.42
2020-09-11T00:09:03,33,24.13,1004.51,51.51
2020-09-11T00:10:02,33,24.12,1004.51,51.49
2020-09-11T00:11:02,33,24.12,1004.49,51.28
2020-09-11T00:12:02,33,24.1,1004.53,51.41
2020-09-11T00:13:02,33,24.11,1004.53,51.57
2020-09-11T00:14:03,33,24.11,1004.55,51.65
2020-09-11T00:15:02,33,24.12,1004.57,51.58
2020-09-11T00:16:03,33,24.11,1004.57,51.67
2020-09-11T00:17:02,33,24.12,1004.57,51.37
2020-09-11T00:18:02,33,24.13,1004.6,51.59
2020-09-11T00:19:02,33,24.11,1004.59,51.48
2020-09-11T00:20:02,33,24.11,1004.6,51.6
2020-09-11T00:21:03,33,24.11,1004.66,51.45
2020-09-11T00:22:02,33,24.11,1004.64,51.53
2020-09-11T00:23:03,33,24.11,1004.61,51.62
2020-09-11T00:24:02,33,24.11,1004.63,51.66
2020-09-11T00:25:02,33,24.1,1004.63,51.43
2020-09-11T00:26:02,33,24.1,1004.68,51.53
2020-09-11T00:27:02,33,24.09,1004.65,51.65
2020-09-11T00:28:03,33,24.1,1004.64,51.67
2020-09-11T00:29:02,33,24.1,1004.63,51.55
2020-09-11T00:30:02,33,24.1,1004.68,51.45
2020-09-11T00:31:02,33,24.11,1004.66,51.39
2020-09-11T00:32:02,33,24.1,1004.68,51.5
2020-09-11T00:33:03,33,24.11,1004.65,51.58
2020-09-11T00:34:02,33,24.11,1004.6,51.57
2020-09-11T00:35:03,33,24.1,1004.6,51.35
2020-09-11T00:36:02,33,24.1,1004.61,51.63
2020-09-11T00:37:02,33,24.1,1004.62,51.68
2020-09-11T00:38:03,33,24.09,1004.58,51.5
2020-09-11T00:39:02,33,24.09,1004.59,51.42
2020-09-11T00:40:03,33,24.08,1004.56,51.44
2020-09-11T00:41:02,33,24.08,1004.57,51.49
2020-09-11T00:42:02,33,24.07,1004.58,51.74
2020-09-11T00:43:02,33,24.07,1004.58,51.73
2020-09-11T00:44:02,33,24.09,1004.58,51.62
2020-09-11T00:45:02,33,24.07,1004.61,51.7
2020-09-11T00:46:02,33,24.07,1004.56,51.55
2020-09-11T00:47:03,33,24.08,1004.61,51.7
2020-09-11T00:48:02,33,24.07,1004.57,51.66
2020-09-11T00:49:03,33,24.08,1004.61,51.55
2020-09-11T00:50:02,33,24.07,1004.58,51.69
2020-09-11T00:51:02,33,24.06,1004.6,51.78
2020-09-11T00:52:02,33,24.07,1004.62,51.69
2020-09-11T00:53:02,33,24.07,1004.62,51.54
2020-09-11T00:54:02,33,24.06,1004.6,51.71
2020-09-11T00:55:02,33,24.07,1004.58,51.67
2020-09-11T00:56:03,33,24.06,1004.57,51.57
2020-09-11T00:57:02,33,24.06,1004.56,51.7
2020-09-11T00:58:03,33,24.07,1004.59,51.62
2020-09-11T00:59:02,33,24.07,1004.6,51.7
2020-09-11T01:00:02,33,24.06,1004.57,51.55
2020-09-11T01:01:02,33,24.06,1004.6,51.63
2020-09-11T01:02:02,33,24.06,1004.58,51.73
