time,sensor_id,temp,pres,hum
2020-09-13T00:00:03,33,23.93,1009.79,53.26
2020-09-13T00:01:02,33,23.93,1009.79,53.25
2020-09-13T00:02:02,33,23.93,1009.79,53.23
2020-09-13T00:03:02,33,23.93,1009.81,53.21
2020-09-13T00:04:02,33,23.92,1009.79,53.12
2020-09-13T00:05:03,33,23.93,1009.82,53.4
2020-09-13T00:06:02,33,23.93,1009.8,53.24
2020-09-13T00:07:02,33,23.93,1009.81,53.18
2020-09-13T00:08:02,33,23.92,1009.78,53.39
2020-09-13T00:09:02,33,23.92,1009.81,53.3
2020-09-13T00:10:03,33,23.92,1009.81,53.37
2020-09-13T00:11:02,33,23.92,1009.8,53.28
2020-09-13T00:12:02,33,23.93,1009.82,53.12
2020-09-13T00:13:02,33,23.92,1009.84,53.25
2020-09-13T00:14:02,33,23.93,1009.84,53.31
2020-09-13T00:15:03,33,23.92,1009.82,53.25
2020-09-13T00:16:02,33,23.93,1009.82,53.4
2020-09-13T00:17:02,33,23.92,1009.82,53.11
2020-09-13T00:18:02,33,23.92,1009.77,53.34
2020-09-13T00:19:02,33,23.9,1009.81,53.39
2020-09-13T00:20:03,33,23.9,1009.79,53.34
2020-09-13T00:21:02,33,23.89,1009.77,53.3
2020-09-13T00:22:02,33,23.89,1009.81,53.22
2020-09-13T00:23:03,33,23.88,1009.8,53.18
2020-09-13T00:24:02,33,23.88,1009.8,53.24
2020-09-13T00:25:02,33,23.87,1009.84,53.47
2020-09-13T00:26:03,33,23.88,1009.86,53.44
2020-09-13T00:27:02,33,23.88,1009.86,53.36
2020-09-13T00:28:02,33,23.88,1009.87,53.51
2020-09-13T00:29:02,33,23.87,1009.87,53.36
2020-09-13T00:30:02,33,23.87,1009.85,53.41
2020-09-13T00:31:02,33,23.87,1009.84,53.45
2020-09-13T00:32:03,33,23.86,1009.88,53.37
2020-09-13T00:33:02,33,23.87,1009.88,53.28
2020-09-13T00:34:02,33,23.87,1009.85,53.4
2020-09-13T00:35:02,33,23.86,1009.86,53.43
2020-09-13T00:36:02,33,23.86,1009.88,53.27
2020-09-13T00:37:02,33,23.86,1009.88,53.39
2020-09-13T00:38:02,33,23.86,1009.86,53.57
2020-09-13T00:39:03,33,23.86,1009.86,53.32
2020-09-13T00:40:02,33,23.85,1009.84,53.4
2020-09-13T00:41:02,33,23.86,1009.83,53.38
2020-09-13T00:42:03,33,23.85,1009.84,53.3
2020-09-13T00:43:02,33,23.84,1009.83,53.31
2020-09-13T00:44:03,33,23.84,1009.83,53.34
2020-09-13T00:45:02,33,23.86,1009.81,53.4
2020-09-13T00:46:02,33,23.85,1009.8,53.46
2020-09-13T00:47:02,33,23.85,1009.81,53.3
2020-09-13T00:48:02,33,23.86,1009.83,53.46
2020-09-13T00:49:03,33,23.85,1009.83,53.57
2020-09-13T00:50:02,33,23.86,1009.84,53.26
2020-09-13T00:51:02,33,23.84,1009.86,53.49
2020-09-13T00:52:02,33,23.86,1009.84,53.39
2020-09-13T00:53:02,33,23.86,1009.82,53.43
2020-09-13T00:54:03,33,23.86,1009.85,53.26
2020-09-13T00:55:02,33,23.84,1009.86,53.31
2020-09-13T00:56:02,33,23.83,1009.92,53.51
2020-09-13T00:57:02,33,23.83,1009.89,53.36
2020-09-13T00:58:02,33,23.82,1009.87,53.39
2020-09-13T00:59:02,33,23.82,1009.88,53.34
2020-09-13T01:00:02,33,23.81,1009.88,53.38
2020-09-13T01:01:03,33,23.81,1009.89,53.55
2020-09-13T01:02:02,33,23.82,1009.9,53.51
2020-09-13T01:03:02,33,23.82,1009.93,53.66
2020-09-13T01:04:02,33,23.81,1009.88,53.47
2020-09-13T01:05:02,33,23.82,1009.88,53.54
2020-09-13T01:06:02,33,23.82,1009.88,53.56
2020-09-13T01:07:02,33,23.82,1009.89,53.54
2020-09-13T01:08:03,33,23.82,1009.88,53.33
2020-09-13T01:09:02,33,23.81,1009.88,53.61
2020-09-13T01:10:02,33,23.81,1009.86,53.4
2020-09-13T01:11:02,33,23.81,1009.9,53.61
2020-09-13T01:12:02,33,23.81,1009.9,53.5
2020-09-13T01:13:03,33,23.82,1009.92,53.42
2020-09-13T01:14:02,33,23.81,1009.93,53.61
2020-09-13T01:15:02,33,23.81,1009.94,53.54
2020-09-13T01:16:02,33,23.81,1009.93,53.36
2020-09-13T01:17:02,33,23.82,1009.9,53.47
2020-09-13T01:18:02,33,23.81,1009.95,53.51
2020-09-13T01:19:03,33,23.82,1009.94,53.55
2020-09-13T01:20:02,33,23.82,1009.94,53.38
2020-09-13T01:21:02,33,23.82,1009.93,53.35
2020-09-13T01:22:02,33,23.81,1009.91,53.53
2020-09-13T01:23:02,33,23.81,1009.92,53.36
2020-09-13T01:24:03,33,23.81,1009.93,53.57
2020-09-13T01:25:02,33,23.82,1009.95,53.49
2020-09-13T01:26:02,33,23.82,1009.95,53.54
2020-09-13T01:27:02,33,23.81,1009.96,53.43
2020-09-13T01:28:02,33,23.8,1009.99,53.6
2020-09-13T01:29:03,33,23.8,1010.0,53.5
2020-09-13T01:30:02,33,23.8,1009.97,53.42
2020-09-13T01:31:02,33,23.8,1009.99,53.49
2020-09-13T01:32:03,33,23.79,1009.98,53.5
2020-09-13T01:33:02,33,23.78,1010.0,53.48
2020-09-13T01:34:03,33,23.78,1009.99,53.53
2020-09-13T01:35:03,33,23.78,1010.0,53.51
2020-09-13T01:36:03,33,23.78,1009.99,53.67
2020-09-13T01:37:02,33,23.78,1010.01,53.45
2020-09-13T01:38:02,33,23.78,1010.0,53.44
2020-09-13T01:39:02,33,23.78,1010.0,53.57
2020-09-13T01:40:02,33,23.77,1010.01,53.54
2020-09-13T01:41:02,33,23.79,1010.01,53.49
2020-09-13T01:42:02,33,23.77,1010.03,53.56
2020-09-13T01:43:02,33,23.78,1010.05,53.7
2020-09-13T01:44:02,33,23.78,1010.01,53.47
2020-09-13T01:45:02,33,23.78,1010.05,53.71
2020-09-13T01:46:02,33,23.78,1010.04,53.63
2020-09-13T01:47:03,33,23.76,1010.07,53.51
2020-09-13T01:48:02,33,23.76,1010.08,53.64
2020-09-13T01:49:03,33,23.77,1010.09,53.63
2020-09-13T01:50:02,33,23.76,1010.15,53.55
2020-09-13T01:51:03,33,23.76,1010.13,53.67
2020-09-13T01:52:02,33,23.76,1010.16,53.73
2020-09-13T01:53:03,33,23.76,1010.15,53.42
2020-09-13T01:54:02,33,23.76,1010.16,53.59
2020-09-13T01:55:02,33,23.76,1010.16,53.56
2020-09-13T01:56:02,33,23.77,1010.18,53.69
2020-09-13T01:57:02,33,23.76,1010.2,53.56
2020-09-13T01:58:02,33,23.77,1010.19,53.58
2020-09-13T01:59:02,33,23.77,1010.22,53.72
2020-09-13T02:00:02,33,23.76,1010.21,53.46
2020-09-13T02:01:02,33,23.76,1010.2,53.76
2020-09-13T02:02:02,33,23.76,1010.22,53.57
2020-09-13T02:03:02,33,23.76,1010.23,53.67
2020-09-13T02:04:02,33,23.76,1010.24,53.68
2020-09-13T02:05:02,33,23.75,1010.19,53.58
2020-09-13T02:06:02,33,23.74,1010.19,53.53
